IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,College_Num
92,9.34,8.89,10,1,1,4,0,0,86
87,9.24,9.33,2,1,1,1,3,0,80
110,7.56,7.95,2,1,2,3,3,0,86
94,8.53,8.56,4,0,3,4,4,0,53
115,5.96,6.34,8,1,8,2,2,0,39
109,8.44,8.75,8,1,10,7,0,0,61
110,6.36,5.94,8,1,5,10,2,0,52
79,9.16,8.86,8,1,8,3,3,0,68
118,5.42,5.58,7,0,4,7,0,0,68
103,8.87,8.81,6,1,8,7,1,0,73
94,5.5,5.29,7,0,8,9,5,0,78
102,9.41,9.33,5,0,0,4,3,0,42
73,6.52,6.47,8,0,8,4,2,0,90
106,8.27,8.68,2,1,6,1,4,0,67
84,7.44,7.04,5,1,10,6,1,0,96
79,6.83,6.61,7,0,7,6,0,0,75
77,8.23,8.27,9,0,2,7,3,0,51
116,9.74,9.94,10,0,0,9,4,1,3
90,5.21,5.34,1,0,3,10,4,0,13
123,9.59,10.03,9,0,0,10,2,1,13
91,8.05,8.35,3,1,0,10,5,1,61
74,9.04,9.1,1,1,3,9,4,1,24
83,6.92,6.63,7,0,7,5,2,0,20
118,7.36,7.31,3,0,0,2,0,0,74
97,9.34,9.53,8,0,9,1,3,0,87
91,7.07,7.41,2,0,9,2,0,0,97
102,7.67,8.13,4,0,8,2,5,0,55
107,5.1,5.21,2,0,5,1,2,0,35
116,5.79,5.82,4,1,4,8,0,0,78
121,8.21,7.73,1,0,8,3,3,0,80
94,8.58,8.15,10,1,8,10,3,1,30
80,7.91,7.57,5,0,8,10,4,0,83
93,5.72,5.27,3,1,2,8,5,0,33
103,7.23,7.13,9,0,7,6,2,0,41
85,6.78,6.62,4,0,9,1,0,0,66
85,7.48,7.62,6,0,3,7,4,0,49
105,9.35,9.39,9,1,3,3,4,0,8
99,8.88,8.98,2,1,6,9,0,0,84
100,5.42,5.39,7,1,7,9,2,0,3
88,9.45,9.23,3,0,3,4,2,0,85
96,7.36,7.81,1,0,10,2,5,0,65
86,8.72,8.31,9,0,9,10,3,1,85
113,5.7,6.14,9,1,5,9,2,1,72
115,8.35,8.16,4,0,0,5,4,1,2
72,6.18,6.19,9,1,1,8,3,0,87
86,7.19,6.8,7,1,4,9,1,0,41
77,5.08,4.65,4,1,3,1,3,0,53
90,5.76,5.69,2,1,2,3,4,0,75
98,5.46,5.7,5,1,10,7,5,0,16
78,6.2,5.97,8,0,5,2,0,0,9
86,5.5,5.56,10,1,9,4,0,0,96
84,8.46,8.24,10,1,5,4,5,0,39
103,5.15,5.04,6,1,10,7,5,0,64
101,8.09,8.5,5,0,9,2,0,0,36
89,5.7,6.06,4,1,7,8,4,0,23
102,9.73,9.75,6,0,1,8,5,1,47
91,9.67,9.41,3,1,6,6,3,0,49
95,6.13,5.82,2,0,6,4,0,0,55
125,8.07,8.52,1,0,1,2,2,1,94
120,5.14,4.84,9,0,5,3,1,0,10
80,9.66,9.97,1,0,4,3,0,0,63
112,7.61,7.48,4,0,1,3,5,0,95
112,5.22,5.71,6,0,8,4,0,0,26
82,6.71,6.58,9,0,7,7,1,0,48
112,5.38,5.23,4,0,6,9,2,1,30
123,6.96,7.1,7,0,5,10,1,0,2
83,8.35,8.81,7,0,4,4,0,0,29
86,7.35,7.83,6,1,8,7,0,0,54
115,6.92,7.13,9,0,4,10,3,1,32
104,5.6,5.85,10,0,5,6,5,0,38
108,6.22,6.28,7,0,2,10,4,0,21
105,5.5,5.76,3,0,8,9,3,0,27
105,9.04,9.4,6,0,10,8,3,1,88
80,5.68,5.67,7,0,7,2,3,0,34
115,7.98,8.1,7,0,8,3,3,1,23
117,6.71,6.75,6,0,0,6,3,0,78
96,6.13,6.19,3,0,0,5,2,0,39
99,8.2,8.59,6,0,1,2,5,0,69
77,7.29,7.15,2,0,3,2,4,0,73
107,7.0,6.71,10,1,9,5,4,0,45
108,7.96,7.92,1,1,4,5,5,0,63
99,7.46,7.17,8,1,6,1,4,0,8
116,6.52,6.52,3,0,3,10,2,1,7
94,7.8,8.2,8,0,0,3,2,0,30
108,8.35,8.47,3,0,7,9,5,1,12
84,5.13,5.49,2,1,10,10,2,0,20
99,7.33,7.0,8,1,2,3,0,0,64
97,5.29,5.69,3,1,8,6,4,0,29
103,5.93,6.03,8,1,1,6,1,0,55
94,7.8,7.33,2,0,10,2,3,0,12
98,9.33,9.46,4,0,0,7,0,0,84
112,9.41,9.86,9,0,9,9,0,1,22
93,5.35,4.93,1,0,7,9,3,0,23
75,7.1,7.18,2,0,2,8,0,0,48
126,7.92,8.34,2,1,0,5,2,1,45
120,5.74,5.25,9,0,10,8,0,0,26
80,8.83,8.96,10,0,2,9,4,1,28
110,8.72,8.69,5,0,7,1,4,0,55
92,9.52,9.37,4,0,10,1,5,0,73
103,5.04,5.17,10,1,3,5,5,0,69
104,6.08,5.63,10,0,9,7,1,0,2
96,9.14,9.39,4,1,10,9,4,1,28
88,8.35,7.85,7,0,6,9,3,0,77
89,9.47,9.28,3,0,7,3,3,0,79
86,5.29,5.29,9,1,6,1,4,0,53
87,7.98,7.86,5,1,0,3,2,0,14
98,7.85,7.66,9,0,3,8,4,0,46
89,5.18,5.51,1,0,9,7,2,0,78
110,7.57,8.0,10,0,8,5,5,0,67
122,8.05,8.42,8,0,6,10,3,1,74
91,5.96,5.98,2,0,0,9,4,0,70
103,6.37,6.75,8,1,7,4,5,0,20
107,8.2,8.62,4,1,3,6,1,0,35
107,7.34,7.25,2,0,6,5,3,0,48
101,9.29,9.07,2,0,5,6,1,0,43
111,6.71,6.31,6,0,6,4,3,0,20
107,6.33,6.31,3,1,9,3,0,0,56
81,9.92,10.37,10,0,9,5,5,0,3
113,9.56,9.62,3,0,0,5,0,0,68
113,5.14,5.31,9,0,5,2,0,0,11
88,8.85,8.46,5,0,2,10,1,0,62
100,5.55,5.19,7,0,9,4,2,0,61
110,5.14,5.1,5,1,3,3,3,0,95
96,6.37,6.82,2,0,0,7,0,0,58
116,6.35,6.21,8,1,9,5,1,0,29
135,9.1,9.48,9,0,7,6,3,1,38
88,8.55,8.17,2,0,1,7,0,0,84
79,9.91,10.03,2,0,2,2,0,0,88
104,8.56,8.66,4,0,6,10,0,0,87
110,7.09,7.45,8,0,1,4,1,0,22
96,8.49,7.99,5,0,3,6,2,0,86
121,10.0,9.69,5,0,6,3,5,1,41
79,8.55,8.27,7,1,2,6,5,0,84
110,8.81,9.26,4,1,1,10,0,0,63
90,9.69,9.34,9,0,7,1,0,0,38
125,5.57,5.11,4,1,1,8,2,1,50
129,8.52,8.55,8,1,9,10,5,1,7
88,9.25,9.28,3,0,6,5,2,0,24
91,9.77,10.11,6,0,10,1,4,0,46
112,6.05,6.5,1,0,2,10,0,0,25
94,7.52,7.56,7,0,3,10,5,0,78
99,8.4,8.83,7,1,5,1,3,0,29
100,6.24,6.47,2,0,10,10,4,0,67
71,8.0,7.76,5,0,2,3,3,0,93
99,6.29,6.72,4,1,0,6,2,0,80
89,6.67,6.84,10,0,7,2,5,0,85
92,7.21,7.12,9,0,3,8,4,0,22
121,7.65,7.83,2,0,0,10,1,0,85
81,7.25,7.15,3,0,1,7,4,0,86
112,7.47,7.08,1,0,5,2,4,0,9
95,6.49,6.71,10,0,0,1,2,0,87
95,5.79,6.11,5,1,8,7,0,0,49
111,5.24,5.47,3,0,6,7,2,0,73
105,5.98,5.71,4,1,7,3,2,0,96
108,7.91,8.37,4,0,7,10,2,1,36
114,8.93,8.46,6,0,5,8,3,1,100
95,5.85,5.68,10,0,7,8,5,0,5
90,5.54,5.3,7,0,6,5,1,0,90
83,8.75,8.3,7,1,0,7,3,0,4
87,6.53,6.44,8,0,2,3,4,0,24
144,9.76,9.88,3,1,8,6,2,1,41
118,8.57,8.95,5,1,7,3,5,1,14
79,6.63,7.12,10,0,4,9,0,0,91
80,6.45,6.76,6,0,0,7,2,0,12
107,7.62,7.59,6,0,1,1,3,0,82
108,5.4,5.62,8,1,9,8,5,0,44
108,5.59,5.93,5,0,9,9,1,0,9
96,5.88,5.85,5,1,8,10,3,0,66
98,8.87,9.16,1,1,9,2,2,0,38
104,7.57,7.55,1,0,7,1,5,0,96
101,5.05,4.94,6,1,8,4,1,0,77
66,8.37,8.4,10,1,1,9,0,0,57
96,7.12,7.3,10,0,2,6,3,0,47
87,7.55,7.78,5,1,2,10,5,0,55
102,6.07,5.93,10,1,0,8,3,0,88
144,7.76,7.83,6,0,1,7,5,0,2
105,9.9,10.31,9,0,9,5,4,0,83
95,5.37,5.85,8,0,4,5,5,0,18
113,6.42,6.15,7,1,6,6,1,0,66
107,6.21,5.9,7,0,5,6,3,0,90
106,6.24,6.42,6,0,1,5,4,0,57
109,6.89,6.8,6,1,7,8,0,0,64
130,9.09,8.61,1,0,3,3,5,1,88
83,9.56,9.41,7,0,10,9,3,1,27
107,6.01,6.32,5,0,1,5,3,0,53
86,7.71,8.01,7,0,3,9,2,1,59
108,8.18,8.17,6,0,7,5,3,0,29
86,7.61,7.58,8,0,0,3,0,0,72
93,7.17,7.25,3,1,10,9,5,0,95
95,5.96,5.68,8,1,8,2,4,0,98
114,7.44,7.47,7,0,7,5,5,0,14
113,7.01,6.52,1,0,7,3,1,0,68
81,8.98,8.96,3,0,9,7,0,0,43
100,8.82,8.66,10,1,8,4,1,0,29
89,5.67,5.84,4,0,6,8,0,0,57
81,5.44,5.58,9,1,10,1,5,0,33
96,9.54,9.42,6,0,8,5,5,0,21
95,7.68,7.19,7,0,0,8,4,0,41
136,9.29,9.04,5,0,0,2,2,1,1
106,5.29,5.42,3,1,3,6,4,0,27
79,7.63,7.2,5,1,1,7,5,0,2
91,7.7,7.31,7,0,7,6,1,0,64
115,9.3,9.45,9,0,0,10,1,1,51
131,5.49,5.75,9,1,3,3,5,0,54
76,6.2,6.02,8,0,10,6,3,0,74
71,7.03,7.02,5,0,10,7,5,0,74
128,9.33,9.78,7,1,8,3,2,1,30
105,9.69,10.14,4,1,1,10,4,1,1
86,9.96,9.77,10,0,5,2,5,0,95
108,9.8,10.11,5,1,3,3,4,0,99
60,5.03,5.12,4,1,3,1,1,0,29
100,5.24,5.72,3,0,5,7,2,0,13
104,5.74,5.72,1,0,9,4,4,0,73
113,6.74,7.01,5,0,3,3,2,0,43
84,9.15,9.42,2,1,8,6,2,0,41
101,9.46,9.46,6,0,7,3,4,0,75
86,5.93,6.23,5,0,7,10,5,0,88
103,8.1,7.86,2,1,4,3,2,0,89
86,9.59,9.21,8,0,5,9,5,1,58
93,7.32,7.25,5,0,0,2,0,0,77
85,5.52,5.96,2,1,0,5,1,0,14
109,7.29,7.29,1,1,8,10,2,0,41
112,6.88,7.02,2,0,3,10,2,1,67
96,7.89,8.01,1,1,2,2,0,0,54
100,7.19,6.82,10,0,4,6,3,0,6
78,5.09,4.98,10,0,8,4,2,0,46
95,9.97,10.18,3,0,8,7,4,0,77
99,7.72,8.19,3,1,2,1,5,0,1
139,7.37,7.04,10,0,6,8,5,1,29
83,9.77,9.68,1,0,2,2,3,0,78
121,5.78,5.38,7,1,2,4,5,0,76
114,5.95,5.69,10,0,3,7,5,0,26
104,9.04,8.92,7,0,1,8,5,1,58
126,6.3,6.34,9,1,5,9,3,1,87
105,9.0,8.73,5,1,4,5,0,0,3
105,6.36,6.09,4,1,9,9,4,0,60
99,5.17,5.45,5,0,9,9,5,0,14
118,7.59,8.05,8,0,1,3,3,1,98
116,5.98,5.8,8,1,9,7,2,0,23
90,8.79,8.98,4,0,1,8,0,0,62
80,8.21,7.97,8,1,1,1,0,0,10
96,9.62,10.05,4,0,3,10,0,0,4
87,8.91,9.08,4,1,2,5,5,0,39
99,5.9,6.2,8,1,8,1,1,0,74
118,9.0,8.55,2,0,4,3,3,1,88
93,8.21,8.31,4,0,0,2,5,0,34
99,8.34,8.37,1,0,1,2,4,0,88
100,9.16,8.95,1,0,6,4,4,0,25
112,7.87,7.63,8,0,7,5,1,0,52
66,7.33,7.41,4,0,5,1,5,0,15
90,8.18,8.39,6,1,6,6,2,0,12
103,6.49,6.02,5,0,1,5,3,0,1
118,5.91,5.98,10,1,5,4,0,0,9
92,8.08,7.75,6,1,5,6,1,0,59
71,6.17,5.81,4,0,3,2,1,0,14
109,5.4,5.52,4,0,10,8,3,0,31
90,5.0,4.81,7,0,3,6,4,0,88
82,8.04,7.98,1,0,1,3,5,0,53
90,6.81,6.67,9,1,2,4,3,0,63
97,8.76,8.91,10,0,9,2,4,0,10
90,6.88,6.85,3,0,5,4,3,0,43
66,7.43,7.89,4,0,3,9,4,0,18
113,7.04,6.89,9,0,2,4,5,0,67
119,8.25,8.49,5,0,0,8,1,1,59
109,6.78,6.54,4,0,10,3,4,0,76
82,9.82,9.83,6,1,10,5,3,0,99
96,9.68,9.73,1,0,10,2,2,0,23
99,9.24,9.07,10,0,2,9,3,1,86
108,9.6,9.57,1,0,0,9,1,0,75
110,7.25,7.03,5,1,3,10,4,0,46
88,7.68,7.19,5,0,3,7,4,0,49
101,8.71,8.43,9,0,10,2,4,0,23
106,8.48,8.68,1,0,0,4,1,0,12
121,9.45,9.72,3,0,6,6,5,1,29
110,8.58,8.36,3,0,4,9,3,1,89
111,9.99,9.9,4,0,0,6,4,1,88
101,6.74,6.28,7,1,4,4,2,0,59
121,9.16,8.9,7,1,6,1,5,1,53
106,8.49,8.77,10,0,5,7,2,0,68
87,8.46,8.57,5,1,9,7,0,0,63
121,6.63,6.34,9,0,4,6,2,0,29
110,8.93,8.69,7,1,7,3,0,0,3
93,9.5,9.82,2,1,8,5,4,0,95
92,6.09,5.8,3,1,0,7,1,0,89
104,8.13,7.96,7,0,5,6,1,0,37
106,6.96,7.12,5,0,1,7,1,0,63
102,9.95,10.01,7,0,7,5,4,0,23
104,7.39,7.35,9,0,4,1,4,0,49
125,6.14,6.54,9,0,0,10,3,1,86
116,6.91,6.63,3,1,4,5,5,0,93
102,8.27,8.51,8,1,9,2,2,0,100
114,5.38,5.04,6,0,4,10,4,1,77
84,8.02,8.14,4,0,1,10,2,1,3
105,9.66,10.03,4,0,3,2,1,0,22
127,9.25,9.21,4,0,5,4,2,1,36
96,5.34,5.56,7,1,0,6,3,0,10
87,9.97,10.29,6,1,10,5,1,0,9
90,8.49,8.13,2,0,8,7,2,0,56
83,5.81,6.02,5,1,6,10,3,0,55
88,5.06,5.48,5,1,5,8,5,0,19
94,5.86,5.94,6,1,0,10,2,0,72
78,9.19,8.88,7,0,7,1,3,0,33
100,5.11,4.74,8,1,7,8,2,0,20
113,6.17,5.93,10,1,3,3,1,0,94
86,8.79,8.39,8,0,3,10,1,0,35
122,7.93,7.94,5,1,0,10,0,0,31
107,8.91,8.48,2,1,8,2,3,0,83
115,8.73,8.45,10,1,7,2,2,1,50
90,5.25,5.19,8,1,9,5,5,0,46
112,9.46,9.43,6,0,6,2,2,1,78
83,6.14,6.21,3,1,1,4,2,0,10
113,7.77,7.98,4,0,6,3,4,0,67
102,8.22,7.77,1,1,3,8,3,0,34
108,5.84,5.42,3,0,2,9,2,0,51
82,9.88,9.44,4,0,10,6,0,0,92
86,7.44,7.36,2,0,9,4,1,0,83
108,5.29,4.83,6,0,3,2,4,0,39
85,9.69,9.94,8,1,9,8,4,1,90
106,7.93,7.65,6,0,5,3,1,0,68
79,8.5,8.94,10,0,6,2,5,0,12
112,7.63,7.62,3,0,1,4,5,0,26
81,9.17,9.12,9,1,6,2,4,0,71
108,5.17,5.45,4,1,9,3,0,0,67
109,6.34,6.55,6,0,1,9,0,0,90
89,7.35,7.46,4,0,10,7,1,0,2
108,5.38,5.82,4,0,1,1,3,0,12
103,8.53,8.45,2,0,0,10,5,1,59
91,6.97,7.28,10,1,10,5,4,0,32
84,6.36,6.24,2,0,6,5,2,0,51
70,5.02,5.36,2,0,0,9,5,0,11
105,8.6,8.36,2,0,2,1,2,0,32
76,9.17,8.96,8,1,10,1,0,0,64
101,6.98,7.16,10,0,7,10,3,0,45
96,7.82,7.53,4,1,0,7,3,0,79
110,6.14,5.87,4,0,5,7,5,0,54
95,8.11,7.92,10,0,1,8,4,0,6
95,5.06,5.24,10,0,8,4,5,0,26
110,7.44,7.83,3,0,1,7,4,0,8
105,8.22,8.39,5,0,5,6,1,0,8
104,9.59,9.92,4,0,3,1,0,0,38
107,6.91,6.95,7,1,8,2,1,0,8
76,8.83,8.4,10,0,0,8,1,0,17
111,7.99,7.59,7,0,0,6,3,0,83
109,9.64,9.69,6,1,9,7,4,0,3
84,6.99,6.82,7,0,2,8,2,0,41
96,6.6,6.32,7,1,10,5,1,0,73
99,9.44,9.41,8,1,5,5,0,0,53
97,5.25,5.42,1,1,2,2,1,0,97
105,5.68,5.56,3,0,6,4,2,0,96
121,5.41,5.71,3,0,8,2,2,0,96
116,9.22,9.46,5,0,9,7,0,0,70
80,5.05,5.28,10,1,1,9,5,0,62
109,9.31,9.8,7,1,3,2,2,0,53
119,7.26,7.06,10,0,2,4,2,0,59
105,5.02,5.16,6,1,5,8,5,0,93
116,7.01,7.37,4,0,4,9,2,1,81
130,5.93,6.01,6,0,2,4,1,0,83
115,8.12,8.41,7,0,8,8,0,1,95
103,8.4,8.31,4,0,7,7,1,0,83
115,7.44,7.53,8,1,2,5,5,0,23
102,5.2,4.76,5,0,9,4,0,0,47
100,8.28,8.77,3,1,4,6,2,0,35
94,9.21,9.51,2,0,4,6,2,0,14
123,8.6,8.97,1,0,4,2,4,1,65
87,9.15,9.34,4,0,7,3,2,0,97
122,6.0,5.69,2,1,2,6,0,0,49
107,9.44,8.97,3,0,2,4,3,0,36
79,6.61,6.97,1,0,7,3,0,0,1
105,5.07,4.97,6,0,8,4,2,0,84
68,9.22,8.98,4,0,4,6,2,0,22
109,9.71,9.77,5,0,9,3,3,0,35
113,8.28,8.2,8,0,7,1,2,1,3
91,6.16,6.31,4,0,4,6,4,0,12
101,6.26,6.24,6,0,3,2,3,0,37
129,7.33,7.53,3,0,1,9,1,0,58
92,9.49,9.84,8,0,10,6,5,0,77
84,5.75,5.45,3,1,3,1,4,0,12
122,9.13,8.96,7,0,1,4,0,0,2
129,6.46,6.4,7,0,6,5,5,0,84
100,9.04,9.5,3,1,6,8,5,1,65
115,9.6,9.47,3,1,8,3,4,1,58
120,7.14,7.02,10,0,3,9,4,1,60
88,6.83,6.98,10,0,4,9,2,0,41
92,9.01,8.93,8,1,10,10,1,0,35
118,7.65,8.1,3,0,3,5,3,1,88
125,8.42,8.81,2,0,3,4,5,1,90
108,8.11,8.12,5,1,4,7,4,0,11
86,5.76,5.9,7,1,2,9,5,0,52
129,9.22,8.78,8,0,8,6,2,1,52
92,5.98,6.18,1,1,6,7,4,0,62
94,9.66,9.87,2,1,0,1,1,0,63
105,6.25,6.11,7,1,0,4,3,0,15
123,8.67,8.39,9,1,0,2,2,1,70
112,6.42,6.84,3,1,2,1,4,0,40
106,6.59,6.52,8,1,8,7,1,0,9
106,6.55,6.7,10,0,7,10,0,0,70
100,8.74,8.27,3,0,8,4,0,0,17
108,7.78,7.69,4,1,4,2,1,0,23
62,9.41,9.73,2,0,6,5,5,0,58
95,6.54,6.43,9,1,9,7,3,0,95
103,8.46,8.56,5,0,8,2,4,0,80
82,8.76,8.47,5,1,4,7,4,0,51
105,5.76,5.68,4,0,7,3,1,0,57
96,7.0,7.43,5,1,7,8,4,0,86
126,7.41,7.48,1,0,2,7,3,0,16
123,6.78,7.18,10,1,4,1,1,0,45
93,6.61,7.01,10,1,7,9,5,0,61
97,8.43,8.87,6,0,9,6,0,0,12
98,6.08,6.48,4,0,2,4,0,0,73
93,8.55,8.05,4,0,2,6,2,0,6
102,9.68,10.11,5,0,5,2,5,0,4
88,7.83,7.47,1,1,6,2,5,0,81
83,8.06,7.6,4,0,6,8,0,0,74
109,5.34,4.9,10,0,5,10,4,0,35
109,9.32,9.17,3,1,6,5,3,0,47
87,6.43,6.55,5,0,6,7,3,0,85
113,8.08,7.98,10,0,3,1,2,0,19
90,9.9,9.43,5,1,7,6,5,0,27
103,7.98,7.96,8,1,7,10,4,0,11
112,8.62,8.56,1,1,1,7,5,1,70
99,7.23,7.49,3,0,9,10,1,0,59
106,5.3,5.08,5,0,4,7,2,0,41
92,8.99,8.71,3,0,1,10,4,1,43
97,5.17,4.93,6,0,2,3,1,0,28
96,8.5,8.3,10,1,2,9,0,0,63
88,5.11,5.21,3,1,4,9,0,0,67
97,9.31,9.28,6,0,7,5,1,0,45
76,5.79,5.63,8,0,2,9,2,0,24
92,7.57,7.44,4,1,6,7,1,0,77
95,7.99,7.86,8,1,4,7,5,0,64
96,7.29,7.76,7,1,9,9,4,0,79
96,6.7,6.43,4,1,9,2,5,0,73
99,7.34,7.66,3,1,9,10,5,0,39
107,6.56,6.77,5,1,3,5,1,0,99
113,7.19,6.7,5,1,1,8,4,1,45
90,6.79,7.28,7,0,5,8,4,0,61
81,7.83,8.09,1,0,3,3,0,0,82
84,6.19,6.37,9,0,3,5,4,0,43
92,9.94,9.85,2,0,4,4,3,0,67
94,7.5,7.56,9,0,8,4,5,0,92
88,5.97,5.72,9,0,0,2,0,0,80
80,7.39,6.93,3,1,4,6,5,0,42
93,9.33,9.67,7,0,4,1,0,0,41
102,5.11,5.51,3,1,1,8,1,0,47
108,8.4,8.06,8,1,2,10,4,1,43
91,7.74,8.03,8,0,3,9,5,1,23
93,5.85,6.09,3,1,0,5,1,0,32
86,9.09,8.77,5,0,9,6,4,0,74
99,6.84,6.76,7,0,2,1,0,0,57
87,6.47,6.39,1,1,0,6,3,0,38
108,9.14,9.4,3,1,0,1,5,0,77
73,8.19,8.53,1,1,8,5,0,0,15
94,9.49,9.08,2,0,3,9,2,1,28
104,8.15,8.21,7,1,3,5,1,0,13
102,8.7,8.96,7,0,3,3,3,0,35
140,9.18,9.47,3,1,10,4,1,0,2
105,5.27,4.92,6,1,8,3,4,0,61
84,8.88,8.91,6,0,10,4,1,0,65
98,8.07,8.43,2,0,7,10,0,0,41
73,5.35,5.17,9,0,3,6,0,0,96
98,7.54,7.47,8,0,5,3,1,0,94
87,5.41,5.71,2,0,1,5,4,0,86
113,8.68,8.27,4,0,5,7,4,1,4
91,7.73,8.09,9,0,0,1,3,0,53
98,9.77,9.58,4,0,4,3,0,0,88
90,5.92,5.42,7,0,7,6,1,0,14
126,8.03,7.76,5,0,0,10,3,1,17
95,6.06,5.65,10,1,10,2,2,0,14
127,8.07,7.66,6,0,1,8,3,1,41
112,8.61,8.8,1,1,2,7,5,1,62
107,8.61,8.32,4,1,6,2,2,0,52
105,9.08,9.51,5,0,7,5,2,0,27
105,9.27,9.29,6,1,3,4,3,0,85
71,5.39,5.35,6,0,7,2,0,0,40
95,6.72,6.65,5,1,0,4,3,0,35
112,8.44,8.63,3,0,2,9,3,1,90
99,7.49,7.44,2,0,3,10,5,0,95
78,5.95,5.58,7,0,4,2,0,0,59
99,7.76,8.14,1,0,10,10,0,0,97
125,7.04,6.97,5,1,8,10,5,1,49
118,6.95,6.52,4,0,1,6,0,0,63
99,9.05,9.08,7,1,6,4,0,0,11
114,7.04,7.19,2,1,2,8,5,1,80
94,5.13,4.91,8,0,9,4,0,0,6
74,5.29,5.59,9,0,1,9,5,0,98
86,9.28,9.45,10,1,8,10,0,0,41
123,9.8,9.95,1,0,2,3,3,1,32
95,8.44,8.36,5,0,7,7,5,0,21
96,6.82,7.28,4,0,0,5,1,0,93
95,9.69,9.46,5,1,4,1,1,0,75
128,8.31,8.39,9,0,4,3,1,0,57
124,9.22,9.03,3,0,5,9,3,1,5
133,8.83,9.07,1,1,6,9,0,1,91
97,6.9,6.45,3,1,2,5,2,0,28
104,7.39,6.94,4,0,4,5,0,0,95
77,5.93,6.24,2,0,7,4,4,0,75
122,6.46,6.39,1,0,5,4,0,0,77
82,8.89,8.73,1,0,1,4,5,0,70
103,9.47,9.58,8,0,6,2,5,0,27
83,8.62,8.82,4,0,2,7,1,0,94
91,7.33,7.03,2,0,9,3,0,0,53
87,5.43,5.12,10,1,8,1,0,0,48
90,5.28,5.74,3,1,3,10,5,0,83
91,6.87,6.96,8,0,10,3,4,0,78
91,7.32,7.21,6,0,3,9,2,0,58
112,8.05,8.35,8,0,3,9,2,1,9
83,5.03,5.06,10,0,9,10,1,0,55
103,9.95,9.69,5,1,9,7,5,0,45
118,6.82,6.53,3,1,7,1,2,0,28
92,9.24,9.14,6,0,0,6,1,0,28
89,7.67,8.03,10,1,2,10,3,1,46
96,5.65,5.21,8,0,7,1,4,0,25
117,8.99,8.71,5,0,6,2,0,0,26
102,8.55,8.94,5,1,5,3,4,0,62
92,7.64,7.26,3,1,6,6,2,0,68
107,7.57,7.7,3,0,0,7,5,0,67
83,5.44,5.15,8,1,7,8,0,0,34
110,8.28,8.39,1,0,3,9,4,1,21
106,9.56,9.44,4,0,0,7,4,0,81
95,5.47,5.07,9,1,3,6,5,0,34
87,6.32,6.4,6,0,1,5,5,0,44
86,9.51,9.69,6,0,4,10,1,0,76
108,6.42,6.6,10,0,0,2,5,0,89
118,8.27,8.41,7,0,0,8,5,1,21
90,7.67,7.67,7,1,4,5,5,0,18
106,7.98,8.0,6,0,1,10,3,0,36
68,7.08,7.22,9,1,8,2,4,0,70
91,6.5,6.69,8,0,9,3,5,0,84
99,5.24,5.39,8,1,6,10,0,0,53
86,8.72,8.81,2,1,3,10,3,1,20
85,8.73,8.39,7,0,6,7,3,0,96
89,8.35,8.06,1,1,7,10,5,1,95
104,8.22,7.98,10,0,7,8,0,0,84
97,6.22,6.64,8,0,7,5,3,0,94
66,5.11,5.37,3,0,4,10,2,0,3
68,9.04,9.09,9,0,6,8,3,1,84
90,7.46,7.21,5,1,10,10,1,0,8
106,6.53,6.14,7,0,6,10,3,0,85
58,5.51,5.91,7,0,1,6,4,0,48
92,5.31,5.7,9,1,2,2,5,0,23
92,6.74,6.35,2,1,10,2,3,0,1
120,9.02,9.32,4,0,1,8,1,1,2
94,9.59,9.54,8,1,2,4,1,0,74
105,9.48,9.3,5,0,8,8,5,1,37
102,9.6,9.84,5,1,6,9,3,1,94
68,9.54,9.65,3,0,3,6,2,0,51
111,7.64,7.92,5,1,7,9,3,1,44
103,6.1,5.67,7,0,6,6,0,0,24
107,8.99,8.81,4,1,9,3,1,0,32
158,6.07,5.89,8,0,5,8,3,1,56
68,6.34,6.17,6,1,3,1,2,0,50
125,6.17,6.17,6,0,4,6,2,0,64
95,7.57,7.35,6,1,9,3,2,0,30
104,6.61,6.55,4,0,7,10,4,0,38
99,5.77,5.64,3,0,2,10,4,0,78
93,7.27,7.51,10,1,10,3,4,0,55
91,9.37,9.47,6,1,2,9,5,1,3
104,7.85,8.0,6,0,4,7,0,0,25
77,9.39,9.1,2,1,8,2,0,0,45
111,5.98,5.81,10,0,4,6,5,0,62
93,5.83,5.35,9,0,0,4,3,0,7
83,7.88,7.49,4,1,4,10,4,0,81
93,7.32,7.09,4,0,8,7,4,0,27
118,8.3,7.87,10,1,6,4,0,0,23
91,8.97,9.07,8,0,8,7,2,0,32
105,8.76,9.26,3,0,9,6,2,0,2
89,9.71,9.31,10,1,9,8,5,1,75
111,6.99,7.31,7,1,4,7,5,0,34
110,6.03,5.65,7,0,2,9,5,0,52
127,7.75,7.92,2,0,1,4,1,0,61
97,5.55,5.69,3,1,8,9,5,0,34
110,6.44,6.84,4,1,4,5,3,0,7
101,6.04,5.65,2,1,10,9,3,0,10
119,6.98,6.8,9,0,0,4,4,0,89
89,5.56,5.15,10,1,1,3,0,0,2
111,5.16,5.07,6,0,1,7,3,0,30
97,8.28,8.69,1,1,3,4,2,0,81
99,8.05,8.33,1,0,5,5,0,0,29
101,8.54,8.76,8,1,7,3,4,0,82
103,8.3,8.33,6,1,2,6,5,0,60
